profile_id,counter_id,direction,display_name,file,lat,lon,data_points
Z099_auswärts,Z099,auswärts,Z099 - Albisriederstrasse (Freilagerstrasse) (auswärts),data/prepared/profiles/Z099_auswärts.csv,47.37795574107705,8.49275071308092,1440
Z099_einwärts,Z099,einwärts,Z099 - Albisriederstrasse (Freilagerstrasse) (einwärts),data/prepared/profiles/Z099_einwärts.csv,47.3778954025705,8.492826578362257,1440
Z100_Albisriederstrasse,Z100,Albisriederstrasse,Z100 - Rautistrasse (Luggwegstrasse) (Albisriederstrasse),data/prepared/profiles/Z100_Albisriederstrasse.csv,47.38215650348418,8.488440446198242,1440
Z100_Altstetter-_Luggwegstrasse,Z100,Altstetter-/Luggwegstrasse,Z100 - Rautistrasse (Luggwegstrasse) (Altstetter-/Luggwegstrasse),data/prepared/profiles/Z100_Altstetter-_Luggwegstrasse.csv,47.382254817375326,8.48834363803874,1440
Z101_auswärts,Z101,auswärts,Z101 - Altstetterstrasse (Algirstrasse) (auswärts),data/prepared/profiles/Z101_auswärts.csv,47.38197678406635,8.483627168089038,1440
Z101_einwärts,Z101,einwärts,Z101 - Altstetterstrasse (Algirstrasse) (einwärts),data/prepared/profiles/Z101_einwärts.csv,47.381976424759245,8.483666891775396,1440
Z102_auswärts,Z102,auswärts,Z102 - Badenerstrasse (Farbhof) (auswärts),data/prepared/profiles/Z102_auswärts.csv,47.390247526900005,8.480160055951567,1440
Z102_einwärts,Z102,einwärts,Z102 - Badenerstrasse (Farbhof) (einwärts),data/prepared/profiles/Z102_einwärts.csv,47.390149196097475,8.48009190606212,1440
Z103_auswärts,Z103,auswärts,Z103 - Hohlstrasse (Farbhof) (auswärts),data/prepared/profiles/Z103_auswärts.csv,47.39185136055041,8.481511688460825,1440
Z103_einwärts,Z103,einwärts,Z103 - Hohlstrasse (Farbhof) (einwärts),data/prepared/profiles/Z103_einwärts.csv,47.391898460536666,8.482227817001686,1440
Z104_Altstetten,Z104,Altstetten,Z104 - Bändliweg (Bändlistrasse) (Altstetten),data/prepared/profiles/Z104_Altstetten.csv,47.39591402336358,8.485343085960778,1440
Z104_Höngg_Europabrücke,Z104,Höngg/Europabrücke,Z104 - Bändliweg (Bändlistrasse) (Höngg/Europabrücke),data/prepared/profiles/Z104_Höngg_Europabrücke.csv,47.39589562331733,8.485381405866594,1440
Z105_Forchstrasse,Z105,Forchstrasse,Z105 - Lenggstrasse (Lengghalde) (Forchstrasse),data/prepared/profiles/Z105_Forchstrasse.csv,47.3545213464431,8.574091455393893,1440
Z105_Südstrasse,Z105,Südstrasse,Z105 - Lenggstrasse (Lengghalde) (Südstrasse),data/prepared/profiles/Z105_Südstrasse.csv,47.3545479651041,8.574064754077387,1440
Z106_Zoo,Z106,Zoo,Z106 - Zürichbergstrasse (Dreiwiesenstrasse) (Zoo),data/prepared/profiles/Z106_Zoo.csv,47.381665044175094,8.571740704913664,1200
Z106_einwärts,Z106,einwärts,Z106 - Zürichbergstrasse (Dreiwiesenstrasse) (einwärts),data/prepared/profiles/Z106_einwärts.csv,47.381784259356984,8.571751490503111,1200
Z107_Zoo,Z107,Zoo,Z107 - Dreiwiesenstrasse (Tobelhofstrasse) (Zoo),data/prepared/profiles/Z107_Zoo.csv,47.37867401668379,8.574959091224896,1200
Z107_auswärts,Z107,auswärts,Z107 - Dreiwiesenstrasse (Tobelhofstrasse) (auswärts),data/prepared/profiles/Z107_auswärts.csv,47.37863189074083,8.574973872717592,1200
Z108_auswärts,Z108,auswärts,Z108 - Tobelhofstrasse (Dreiwiesenstrasse) (auswärts),data/prepared/profiles/Z108_auswärts.csv,47.37852611162638,8.574966121552066,1200
Z109_Schimmelstrasse,Z109,Schimmelstrasse,Z109 - Manessestrasse - Schimmelstrasse (Schimmelstrasse),data/prepared/profiles/Z109_Schimmelstrasse.csv,47.36937131988885,8.525809752474817,600
Z110_auswärts,Z110,auswärts,Z110 - Autobahn A1L - Ausfahrt Aubrugg (auswärts),data/prepared/profiles/Z110_auswärts.csv,47.40998556548189,8.569842600546686,600
Z111_auswärts,Z111,auswärts,Z111 - Hagenholzstrasse (Riedgrabenweg) (auswärts),data/prepared/profiles/Z111_auswärts.csv,47.414516078811054,8.559208661407045,240
